,alcohol,volatile acidity,free sulfur dioxide,density,total sulfur dioxide,pH,fixed acidity,residual sugar,sulphates,quality
328,9.6,0.28,55.0,0.9978,195.0,3.23,6.5,15.4,0.5,6.0
329,10.4,0.21,33.0,0.992,85.0,3.17,7.2,1.3,0.51,5.0
330,12.5,0.32,34.0,0.9912,101.0,3.36,6.4,4.8,0.6,8.0
331,10.6,0.24,37.0,0.9927,135.0,3.2,6.8,4.6,0.39,5.0
332,11.8,0.23,16.0,0.9906,91.0,3.28,6.3,1.8,0.4,6.0
333,9.8,0.28,30.0,0.9954,133.0,3.11,6.5,9.9,0.44,5.0
334,10.8,0.26,12.0,0.9923,80.0,3.25,5.6,5.7,0.38,5.0
335,11.8,0.23,16.0,0.9906,91.0,3.28,6.3,1.8,0.4,6.0
336,11.2,0.23,15.0,0.991,105.0,3.32,6.3,1.5,0.42,6.0
337,9.3,0.27,55.0,0.9972,170.0,3.28,5.8,12.3,0.42,6.0
338,10.4,0.26,12.0,0.9945,139.0,3.45,5.9,1.3,0.53,5.0
339,10.2,0.18,49.0,0.9934,141.0,3.43,6.6,1.5,0.85,7.0
340,9.0,0.2,27.0,0.9964,153.0,3.19,7.4,7.8,0.55,7.0
341,10.0,0.24,17.0,0.9948,129.0,3.2,8.0,1.5,0.54,6.0
342,9.1,0.26,30.0,0.9962,140.0,3.18,6.4,9.7,0.47,6.0
343,10.0,0.31,46.0,0.9931,144.0,3.29,5.4,3.0,0.76,5.0
344,10.0,0.29,47.0,0.993,145.0,3.29,5.4,3.0,0.75,6.0
345,9.6,0.145,33.0,0.9942,131.0,3.28,7.1,4.6,0.4,6.0
346,11.2,0.34,20.0,0.9906,68.0,3.36,5.6,1.3,0.51,7.0
347,8.8,0.19,75.0,0.9995,155.0,3.2,6.7,15.6,0.44,6.0
348,10.0,0.18,38.0,0.998,118.0,3.15,7.8,13.6,0.5,6.0
349,10.0,0.17,56.0,0.997,137.0,3.15,7.6,11.2,0.47,5.0
350,11.4,0.12,47.0,0.9914,146.0,3.27,6.3,2.1,0.74,7.0
351,11.9,0.33,32.0,0.992,138.0,3.03,7.3,6.85,0.3,7.0
352,9.6,0.335,27.0,0.9924,128.0,3.14,5.5,2.5,0.51,6.0
353,11.9,0.33,32.0,0.992,138.0,3.03,7.3,6.85,0.3,7.0
354,9.6,0.4,38.5,0.9937,245.0,3.25,5.8,4.4,0.57,6.0
355,9.0,0.22,48.0,0.9978,191.0,2.89,7.3,14.3,0.38,6.0
356,9.0,0.22,48.0,0.9978,191.0,2.89,7.3,14.3,0.38,6.0
357,9.5,0.36,24.0,0.9927,169.0,3.15,6.1,1.1,0.78,6.0
358,10.4,0.2,19.0,0.994,152.0,3.0,10.0,1.4,0.42,6.0
359,10.6,0.24,43.0,0.9935,161.0,3.2,6.9,4.7,0.59,6.0
360,10.2,0.24,54.0,0.9968,162.0,3.28,6.4,14.9,0.5,6.0
361,8.9,0.365,24.0,0.9941,84.0,3.15,7.1,1.2,0.43,5.0
362,9.7,0.15,40.0,0.9942,127.0,3.4,6.8,5.3,0.39,6.0
363,9.0,0.22,48.0,0.9978,191.0,2.89,7.3,14.3,0.38,6.0
364,11.4,0.16,18.0,0.9923,102.0,3.49,6.8,2.3,0.42,7.0
365,12.3,0.26,29.0,0.9912,113.0,3.4,6.0,3.5,0.71,7.0
366,10.8,0.18,40.0,0.9923,143.0,3.49,6.0,1.5,0.62,6.0
367,9.4,0.33,39.0,0.9927,148.0,3.12,6.9,1.0,0.45,6.0
368,10.6,0.29,36.0,0.9931,178.0,3.17,7.7,2.3,0.64,6.0
369,11.6,0.39,26.0,0.9941,72.0,3.17,7.1,12.5,0.29,5.0
370,9.4,0.33,39.0,0.9927,148.0,3.12,6.9,1.0,0.45,6.0
371,10.6,0.29,36.0,0.9931,178.0,3.17,7.7,2.3,0.64,6.0
372,10.0,0.905,17.0,0.9934,204.0,3.34,6.6,0.8,0.56,5.0
373,9.2,0.27,30.0,0.9936,149.0,3.1,7.2,2.4,0.51,6.0
374,12.5,0.33,18.0,0.9893,89.0,3.51,5.1,1.6,0.38,7.0
375,12.5,0.33,18.0,0.9893,89.0,3.51,5.1,1.6,0.38,7.0
376,10.4,0.31,12.0,0.9919,119.0,3.32,6.4,1.5,0.51,7.0
377,10.0,0.2,21.0,0.9924,98.0,3.15,7.3,1.4,0.46,7.0
378,10.0,0.32,17.0,0.9927,155.0,3.22,5.7,2.6,0.64,6.0
379,10.4,0.31,12.0,0.9919,119.0,3.32,6.4,1.5,0.51,7.0
380,10.0,0.2,21.0,0.9924,98.0,3.15,7.3,1.4,0.46,7.0
381,9.0,0.28,48.0,0.9975,179.0,3.1,7.2,12.5,0.52,6.0
382,9.2,0.35,26.0,0.9969,157.0,3.12,7.5,9.6,0.53,6.0
383,9.2,0.27,30.0,0.9936,149.0,3.1,7.2,2.4,0.51,6.0
384,11.3,0.36,20.0,0.991,125.0,3.38,6.0,3.2,0.39,7.0
385,12.5,0.33,18.0,0.9893,89.0,3.51,5.1,1.6,0.38,7.0
386,10.8,0.17,24.0,0.9906,115.0,3.48,5.0,1.5,0.39,7.0
388,9.7,0.21,29.0,0.995,140.0,3.39,6.7,5.4,0.46,6.0
389,9.3,0.3,60.0,0.9983,181.0,3.18,7.0,14.9,0.61,7.0
390,9.3,0.3,60.0,0.9983,181.0,3.18,7.0,14.9,0.61,7.0
391,10.6,0.36,13.0,0.9916,66.0,3.1,6.5,1.1,0.46,5.0
392,10.2,0.55,19.0,0.9957,125.0,3.36,6.1,9.8,0.47,6.0
393,12.2,0.24,20.0,0.99,69.0,3.08,7.3,2.0,0.56,6.0
394,8.8,0.37,62.0,0.9976,163.0,3.19,6.8,11.8,0.44,5.0
396,11.4,0.28,30.0,0.9917,93.0,3.09,8.2,1.8,0.39,5.0
397,11.4,0.2,35.0,0.9917,107.0,3.46,6.3,1.5,0.5,6.0
398,9.4,0.26,52.0,0.9993,168.0,3.35,5.9,18.2,0.44,5.0
399,11.7,0.19,32.0,0.9908,83.0,3.3,6.4,2.9,0.41,6.0
400,11.4,0.2,35.0,0.9917,107.0,3.46,6.3,1.5,0.5,6.0
401,8.8,0.37,62.0,0.9976,163.0,3.19,6.8,11.8,0.44,5.0
402,9.2,0.35,22.0,0.9934,108.0,3.23,6.1,1.4,0.52,5.0
403,8.7,0.27,55.0,1.0,252.0,3.07,7.1,18.2,0.56,5.0
404,12.6,0.22,33.0,0.9918,170.0,3.24,6.8,6.3,0.66,6.0
406,12.8,0.28,40.0,0.9896,99.0,3.39,5.8,4.0,0.39,7.0
407,9.4,0.49,13.0,0.9932,125.0,3.17,6.9,1.2,0.51,5.0
408,10.3,0.14,26.0,0.992,116.0,3.26,6.3,1.2,0.53,6.0
409,11.4,0.28,30.0,0.9917,93.0,3.09,8.2,1.8,0.39,5.0
410,9.0,0.25,42.0,0.9999,155.0,2.97,7.2,18.95,0.47,6.0
411,9.6,0.28,38.0,0.998,140.0,3.3,7.3,12.7,0.79,6.0
412,10.5,0.19,32.0,0.9918,85.0,3.16,7.2,1.2,0.5,5.0
413,10.5,0.19,32.0,0.9918,85.0,3.16,7.2,1.2,0.5,5.0
414,9.0,0.25,42.0,0.9999,155.0,2.97,7.2,18.95,0.47,6.0
415,9.6,0.28,38.0,0.998,140.0,3.3,7.3,12.7,0.79,6.0
416,9.8,0.21,27.0,0.9927,99.0,3.19,7.4,1.2,0.33,6.0
417,9.0,0.26,57.0,0.9959,210.0,3.1,6.8,7.7,0.47,5.0
418,9.8,0.21,27.0,0.9927,99.0,3.19,7.4,1.2,0.33,6.0
419,10.5,0.31,33.0,0.9929,137.0,3.31,7.4,1.6,0.56,6.0
420,12.7,0.22,41.0,0.9898,136.0,3.16,7.0,2.7,0.37,7.0
421,10.4,0.21,37.0,0.9954,222.0,3.25,7.0,8.7,0.54,6.0
422,10.4,0.21,37.0,0.9954,221.0,3.25,7.0,8.6,0.54,6.0
423,10.4,0.21,37.0,0.9954,221.0,3.25,7.0,8.6,0.54,6.0
424,10.5,0.23,47.0,0.9954,162.0,3.34,6.9,8.3,0.52,7.0
425,10.4,0.21,37.0,0.9954,222.0,3.25,7.0,8.7,0.54,6.0
426,10.4,0.21,37.0,0.9954,221.0,3.25,7.0,8.6,0.54,6.0
427,9.4,0.29,48.0,0.9974,194.0,3.09,6.8,13.3,0.45,5.0
428,9.1,0.21,20.0,0.9936,89.0,3.06,7.8,1.2,0.46,5.0
429,9.3,0.31,54.0,0.9978,197.0,3.1,7.1,13.6,0.49,5.0
430,9.4,0.29,48.0,0.9974,194.0,3.09,6.8,13.3,0.45,5.0
431,9.8,0.34,19.0,0.9927,84.0,3.21,6.4,1.1,0.38,5.0
432,9.9,0.155,73.5,0.9934,214.0,3.18,7.4,2.3,0.61,7.0
433,9.2,0.55,16.0,0.9938,151.0,3.07,7.2,1.5,0.57,4.0
434,12.1,0.23,31.0,0.9922,104.0,3.35,7.0,7.1,0.47,8.0
435,12.2,0.2,24.0,0.992,97.0,3.38,6.9,6.2,0.49,7.0
436,9.8,0.28,23.0,0.9935,218.5,3.27,6.1,2.5,0.6,5.0
437,12.4,0.16,49.0,0.9906,186.0,3.35,6.6,1.4,0.64,8.0
438,9.9,0.155,73.5,0.9934,214.0,3.18,7.4,2.3,0.61,7.0
439,9.2,0.35,23.0,0.9934,108.0,3.26,6.2,1.2,0.54,5.0
440,11.6,0.22,24.0,0.9913,102.0,3.29,6.7,1.6,0.59,7.0
441,10.4,0.38,25.0,0.9938,137.0,3.3,6.1,6.6,0.69,6.0
442,12.9,0.25,54.0,0.9898,126.0,3.43,6.0,2.2,0.65,8.0
443,9.3,0.52,54.0,0.9975,245.0,3.26,6.6,12.2,0.54,6.0
444,11.0,0.24,40.0,0.9975,139.0,3.2,6.9,20.8,0.33,6.0
445,11.5,0.32,16.0,0.9937,66.0,3.24,7.1,11.0,0.4,3.0
446,12.4,0.28,30.0,0.9914,156.0,3.53,5.8,2.6,0.42,5.0
447,9.8,0.41,24.0,0.9982,113.0,3.44,6.5,14.0,0.53,6.0
448,9.8,0.41,24.0,0.9982,113.0,3.44,6.5,14.0,0.53,6.0
449,10.5,0.28,34.0,0.9929,127.0,3.48,6.4,1.6,0.56,7.0
450,9.1,0.6,21.0,0.9971,174.0,3.03,7.2,9.9,0.54,5.0
451,10.1,0.2,34.0,0.9921,128.0,3.24,6.1,1.2,0.44,5.0
452,10.6,0.46,27.0,0.9931,160.0,3.46,5.9,2.7,0.51,7.0
453,10.5,0.27,32.0,0.9924,113.0,3.41,6.0,1.6,0.51,7.0
454,10.5,0.28,34.0,0.9929,127.0,3.48,6.4,1.6,0.56,7.0
455,9.8,0.41,24.0,0.9982,113.0,3.44,6.4,14.0,0.53,6.0
456,12.9,0.23,11.0,0.9892,82.0,3.3,6.3,1.5,0.4,7.0
457,9.5,0.21,26.0,0.9956,111.0,2.95,7.1,8.6,0.52,5.0
458,9.8,0.37,31.0,0.9924,218.5,3.29,6.0,1.0,0.72,6.0
460,9.5,0.21,26.0,0.9956,111.0,2.95,7.1,8.6,0.52,5.0
461,9.3,0.25,40.0,0.9982,171.0,3.22,7.0,15.2,0.45,5.0
462,9.5,0.25,50.0,0.9973,162.0,3.35,5.9,12.4,0.38,5.0
463,9.4,0.32,15.0,0.9932,68.0,3.17,6.8,2.2,0.39,6.0
464,8.7,0.39,66.0,0.9976,178.0,3.16,7.2,11.0,0.5,5.0
465,8.9,0.21,34.0,0.9962,126.0,2.95,6.3,10.0,0.46,5.0
466,9.4,0.14,54.0,0.9956,141.0,3.22,7.0,9.0,0.43,6.0
467,9.4,0.32,15.0,0.9932,68.0,3.17,6.8,2.2,0.39,6.0
468,8.7,0.39,66.0,0.9976,178.0,3.16,7.2,11.0,0.5,5.0
469,9.6,0.29,59.0,0.9992,182.0,3.09,7.2,18.15,0.52,5.0
470,9.3,0.37,21.0,0.9983,158.0,3.0,8.6,12.15,0.73,6.0
471,10.0,0.38,34.0,0.9937,200.0,3.14,6.5,3.4,0.76,5.0
472,12.5,0.24,19.0,0.99,86.0,3.25,6.6,2.0,0.45,6.0
473,9.6,0.17,34.0,0.9944,132.0,3.36,7.0,4.8,0.48,7.0
474,9.4,0.16,30.0,0.9938,102.0,3.24,5.5,4.5,0.36,6.0
475,9.5,0.24,55.0,0.9965,227.0,3.03,7.0,11.0,0.61,5.0
476,12.4,0.28,42.0,0.9893,105.0,2.99,7.4,1.1,0.39,7.0
477,10.5,0.22,29.0,0.9927,115.0,3.11,7.0,1.5,0.55,6.0
478,9.2,0.55,21.0,0.994,165.0,2.97,7.1,1.7,0.58,6.0
479,10.4,0.22,67.0,0.9928,164.0,3.32,6.3,1.7,0.56,6.0
480,9.2,0.47,31.0,0.9964,172.0,3.22,6.7,8.9,0.6,5.0
481,10.6,0.36,45.0,0.9917,104.0,3.33,5.9,1.3,0.51,6.0
482,9.5,0.25,41.0,0.9972,137.0,3.34,5.8,13.3,0.42,5.0
483,9.2,0.47,31.0,0.9964,172.0,3.22,6.7,8.9,0.6,5.0
484,9.6,0.37,79.0,0.9954,200.0,3.29,6.2,6.6,0.58,5.0
485,9.7,0.18,36.0,0.993,117.0,3.47,6.2,1.5,0.54,6.0
486,9.7,0.16,43.0,0.9928,117.0,3.46,6.0,1.5,0.51,6.0
487,10.7,0.34,32.0,0.9916,90.0,3.1,6.6,1.3,0.42,6.0
488,10.5,0.29,53.0,0.9936,180.0,3.34,7.4,1.6,0.68,6.0
489,8.9,0.26,52.0,0.9962,177.0,3.13,7.4,7.6,0.45,6.0
490,12.1,0.28,8.0,0.9899,70.0,3.09,7.0,1.0,0.46,6.0
491,12.7,0.23,12.0,0.9898,65.0,3.25,7.1,1.6,0.4,7.0
492,9.9,0.19,42.0,0.996,182.0,3.18,7.8,8.9,0.46,6.0
493,11.4,0.19,28.0,0.9907,158.0,3.2,6.3,1.8,0.64,6.0
494,10.7,0.2,27.0,0.994,103.0,3.37,6.8,4.7,0.58,6.0
495,12.5,0.44,28.0,0.9913,173.0,3.33,5.7,7.0,0.48,6.0
496,8.6,0.4,70.0,0.9976,189.0,3.08,7.2,10.8,0.49,4.0
497,12.5,0.23,43.0,0.9904,147.0,3.29,6.8,1.6,0.54,6.0
498,10.0,0.335,13.0,0.992,174.0,3.27,5.7,1.0,0.66,5.0
499,8.6,0.4,70.0,0.9976,189.0,3.08,7.2,10.8,0.49,4.0
500,9.5,0.28,54.0,0.999,200.0,3.08,7.2,16.7,0.49,6.0
501,9.6,0.19,51.0,0.9975,164.0,3.12,6.8,14.2,0.48,6.0
502,9.9,0.3,8.0,0.9937,210.0,3.2,6.4,2.25,0.62,6.0
503,9.9,0.3,8.0,0.9937,210.0,3.19,6.5,2.25,0.62,5.0
504,8.9,0.18,46.0,0.998,140.0,3.06,7.8,12.2,0.53,6.0
505,8.9,0.18,46.0,0.998,140.0,3.06,7.8,12.2,0.53,6.0
506,8.8,0.51,7.0,0.9944,135.0,3.01,7.3,3.3,0.52,5.0
507,10.0,0.24,40.0,0.9938,170.0,3.64,6.0,1.9,0.54,7.0
508,12.0,0.62,55.0,0.9907,152.0,3.44,5.9,3.5,0.44,6.0
509,10.0,0.24,40.0,0.9938,170.0,3.64,6.0,1.9,0.54,7.0
510,10.0,0.27,62.0,0.9921,138.0,3.21,6.7,1.3,0.42,6.0
511,12.1,0.34,8.0,0.9908,167.0,3.11,7.8,1.8,0.41,6.0
512,11.0,0.26,31.0,0.9931,141.0,3.16,7.3,5.2,0.59,6.0
513,11.2,0.36,27.0,0.9915,55.0,3.21,7.4,1.4,0.33,6.0
514,10.3,0.28,34.0,0.9952,115.0,3.17,7.8,9.0,0.39,7.0
515,10.4,0.31,28.0,0.9926,167.0,3.37,6.1,2.2,0.47,6.0
516,9.1,0.18,47.0,0.9934,154.0,3.08,6.8,1.6,0.45,5.0
517,10.4,0.15,49.0,0.992,154.0,3.0,7.4,1.7,0.6,6.0
518,10.8,0.13,20.0,0.9918,78.0,3.43,5.9,1.9,0.64,6.0
519,11.7,0.34,7.0,0.9942,41.0,3.19,7.2,12.6,0.4,5.0
520,9.8,0.19,8.0,0.9942,143.0,3.05,7.9,2.1,0.74,5.0
521,9.8,0.19,8.0,0.9942,143.0,3.05,7.9,2.1,0.74,5.0
522,11.4,0.25,22.0,0.9901,101.0,3.03,6.9,1.3,0.39,6.0
523,11.2,0.36,22.0,0.9898,96.0,3.03,5.8,1.7,0.38,6.0
524,11.4,0.35,6.0,0.9902,72.0,3.37,5.6,1.0,0.34,5.0
525,9.2,0.32,24.0,0.9934,140.0,3.09,5.9,3.3,0.45,6.0
526,12.5,0.31,3.0,0.9906,29.0,3.04,7.2,5.0,0.53,4.0
527,12.6,0.28,32.0,0.9898,116.0,3.36,6.1,1.8,0.44,6.0
528,12.2,0.36,24.0,0.9896,104.0,3.44,5.2,1.6,0.35,6.0
529,11.2,0.19,19.0,0.9922,112.0,3.56,5.6,4.5,0.45,6.0
530,9.7,0.1,31.0,0.9947,103.0,3.43,6.4,4.9,0.79,6.0
531,9.3,0.18,64.0,0.9945,150.0,3.06,6.4,4.0,0.4,5.0
532,9.0,0.25,53.0,0.9976,178.0,3.01,7.4,13.2,0.48,6.0
533,9.0,0.25,53.0,0.9976,178.0,3.01,7.4,13.2,0.48,6.0
534,9.0,0.25,53.0,0.9976,178.0,3.01,7.4,13.2,0.48,6.0
535,9.1,0.345,54.0,0.9987,171.0,3.09,7.9,15.3,0.51,5.0
536,9.1,0.345,54.0,0.9987,171.0,3.09,7.9,15.3,0.51,5.0
537,9.0,0.25,53.0,0.9976,178.0,3.01,7.4,13.2,0.48,6.0
538,10.4,0.24,22.0,0.992,61.0,3.31,6.1,1.5,0.54,5.0
539,9.5,0.25,41.0,0.9955,211.0,3.37,6.8,4.55,0.67,6.0
540,11.4,0.31,10.0,0.9953,175.0,3.46,6.7,9.9,0.55,4.0
541,8.7,0.46,76.0,0.9976,192.0,3.16,7.2,10.4,0.42,5.0
542,9.9,0.35,14.0,0.992,167.0,3.34,5.5,1.1,0.68,6.0
543,9.9,0.24,29.0,0.9952,148.0,3.22,6.7,8.7,0.62,6.0
544,9.0,0.28,49.0,0.9983,162.0,3.21,6.8,13.9,0.51,6.0
545,10.0,0.16,41.0,0.9933,149.0,3.49,6.4,1.4,0.58,6.0
546,9.7,0.26,38.0,0.9958,172.0,3.49,6.3,7.2,0.64,6.0
547,11.8,0.22,10.0,0.9922,87.0,3.3,7.7,1.9,0.49,6.0
548,10.2,0.18,30.0,0.9928,127.0,3.49,6.5,1.7,0.5,7.0
549,8.7,0.46,76.0,0.9976,192.0,3.16,7.2,10.4,0.42,5.0
550,9.6,0.3,40.0,0.9976,168.0,3.07,7.0,13.6,0.52,7.0
551,11.3,0.25,31.0,0.9916,93.0,2.93,9.2,1.2,0.37,7.0
552,12.1,0.28,32.0,0.9901,118.0,3.0,7.8,1.6,0.38,7.0
553,9.6,0.3,40.0,0.9976,168.0,3.07,7.0,13.6,0.52,7.0
554,12.1,0.28,32.0,0.9901,118.0,3.0,7.8,1.6,0.38,7.0
555,11.3,0.25,31.0,0.9916,93.0,2.93,9.2,1.2,0.37,7.0
556,9.4,0.35,22.0,0.9982,160.0,2.98,8.4,12.2,0.65,5.0
557,10.4,0.41,16.0,0.993,137.0,3.32,6.1,1.6,0.5,6.0
558,9.5,0.21,53.0,0.9969,165.0,3.25,5.9,12.1,0.39,5.0
559,12.3,0.34,51.0,0.991,144.0,3.01,7.2,4.2,0.76,6.0
560,9.9,0.21,31.0,0.9953,150.0,3.12,6.7,9.1,0.74,7.0
561,10.1,0.37,39.0,0.9924,128.0,3.24,5.9,1.6,0.48,5.0
562,9.2,0.34,39.0,0.9969,184.0,3.09,7.7,8.8,0.63,6.0
563,10.4,0.3,16.0,0.9928,135.0,3.08,7.4,1.4,0.77,7.0
564,9.1,0.51,38.0,0.9945,165.0,3.2,6.8,4.2,0.42,5.0
565,10.0,0.22,28.0,0.9967,99.0,3.12,7.8,10.3,0.47,6.0
566,11.5,0.35,6.0,0.9944,37.0,3.13,7.2,12.4,0.39,6.0
567,9.8,0.26,59.0,0.9928,153.0,3.08,6.0,2.2,0.61,5.0
568,9.8,0.26,61.0,0.9929,154.0,3.08,6.1,2.2,0.6,6.0
569,9.4,0.28,44.0,0.9948,179.0,3.19,6.5,5.2,0.69,6.0
570,8.7,0.41,77.0,0.9976,194.0,3.05,7.4,10.8,0.46,5.0
571,11.6,0.28,26.0,0.9912,107.0,3.32,6.5,2.7,0.41,7.0
572,8.8,0.34,44.0,0.9987,181.0,3.04,6.7,16.3,0.56,5.0
573,12.7,0.2,49.0,0.99,151.0,3.16,7.2,2.7,0.39,7.0
574,11.7,0.2,39.0,0.991,138.0,3.17,7.4,1.9,0.44,7.0
575,10.2,0.22,47.0,0.9933,185.0,3.13,8.2,1.8,0.5,6.0
576,10.2,0.23,47.0,0.9933,187.0,3.13,8.2,1.8,0.5,6.0
577,12.7,0.22,48.0,0.9899,153.0,3.15,7.1,2.8,0.38,7.0
578,11.6,0.28,26.0,0.9912,107.0,3.32,6.5,2.7,0.41,7.0
579,12.3,0.38,42.0,0.9912,134.0,3.38,6.0,6.0,0.38,7.0
580,8.7,0.41,77.0,0.9976,194.0,3.05,7.4,10.8,0.46,5.0
581,9.4,0.18,25.0,0.994,111.0,3.35,5.7,4.2,0.39,5.0
582,10.1,0.3,44.0,0.9947,168.0,3.13,7.3,6.4,0.35,6.0
583,9.7,0.24,26.0,0.9954,81.0,2.86,7.4,10.7,0.36,6.0
584,10.1,0.25,32.0,0.993,134.0,3.42,6.6,1.6,0.51,7.0
585,9.7,0.24,26.0,0.9954,81.0,2.86,7.4,10.7,0.36,6.0
586,8.9,0.26,38.0,0.9963,157.0,3.13,7.4,7.9,0.48,6.0
587,10.8,0.32,37.0,0.992,136.0,3.47,6.1,1.7,0.5,7.0
588,10.8,0.28,42.0,0.9926,121.0,3.42,6.9,2.1,0.49,7.0
589,9.5,0.23,25.0,0.995,136.0,3.19,7.0,5.8,0.58,6.0
590,9.1,0.31,6.0,0.9983,148.0,2.94,7.1,14.5,0.44,5.0
591,10.9,0.2,48.0,0.992,119.0,3.32,7.3,1.2,0.49,6.0
592,9.4,0.41,28.0,0.9968,152.0,3.2,6.9,10.1,0.52,5.0
593,10.8,0.45,10.0,0.9905,131.0,2.97,6.4,1.1,0.28,5.0
594,10.8,0.475,9.0,0.9904,131.0,2.97,6.4,1.0,0.29,5.0
595,10.5,0.27,7.0,0.9926,140.0,3.45,6.3,0.9,0.5,7.0
596,9.4,0.41,28.0,0.9968,152.0,3.2,6.9,10.1,0.52,5.0
597,10.8,0.29,26.0,0.9928,127.0,3.17,7.0,4.9,0.44,6.0
598,10.5,0.27,31.0,0.9949,115.0,3.35,5.9,11.4,0.48,8.0
599,11.5,0.19,14.0,0.9909,55.0,3.08,6.9,1.4,0.68,7.0
600,9.4,0.3,36.0,0.9937,160.0,3.11,6.7,1.4,0.54,6.0
601,10.8,0.24,31.0,0.9914,106.0,2.88,7.2,1.4,0.38,6.0
602,10.8,0.45,10.0,0.9905,131.0,2.97,6.4,1.1,0.28,5.0
603,10.8,0.475,9.0,0.9904,131.0,2.97,6.4,1.0,0.29,5.0
604,9.8,0.26,34.0,0.9924,134.0,2.99,6.3,1.5,0.61,6.0
605,9.8,0.26,34.0,0.9924,134.0,2.99,6.3,1.5,0.61,6.0
606,9.6,0.25,38.0,0.9965,158.0,3.43,7.3,7.5,0.38,5.0
607,9.6,0.25,38.0,0.9965,158.0,3.43,7.3,7.5,0.38,5.0
608,9.5,0.28,48.0,0.9993,161.0,3.34,6.1,17.75,0.48,5.0
609,10.7,0.37,12.0,0.9965,94.0,3.48,7.4,5.7,0.69,6.0
610,12.4,0.36,29.0,0.9908,119.0,3.25,6.5,3.2,0.65,8.0
611,11.1,0.24,9.0,0.992,95.0,3.09,7.4,4.3,0.39,6.0
612,8.8,0.23,37.0,0.9978,133.0,2.99,7.5,11.0,0.38,5.0
613,8.7,0.21,38.0,0.9978,133.0,3.0,7.5,10.9,0.36,5.0
614,8.7,0.21,38.0,0.9978,133.0,3.0,7.5,10.9,0.36,5.0
615,8.8,0.23,37.0,0.9978,133.0,2.99,7.5,11.0,0.38,5.0
616,11.7,0.32,18.0,0.9912,101.0,3.21,7.8,2.4,0.65,7.0
617,10.9,0.26,52.0,0.9928,195.0,3.23,7.8,1.9,0.5,6.0
618,10.8,0.24,52.0,0.9928,190.0,3.23,7.7,1.8,0.5,6.0
619,9.6,0.19,33.0,0.993,135.0,3.12,7.4,1.4,0.5,6.0
620,9.0,0.46,59.0,0.9993,222.0,3.18,6.5,16.8,0.58,5.0
621,9.0,0.26,50.0,0.9965,171.0,2.85,6.5,8.9,0.5,5.0
622,10.4,0.32,22.0,0.9937,141.0,3.36,5.3,6.6,0.6,6.0
623,11.4,0.24,3.0,0.9913,64.0,3.23,7.2,1.1,0.51,5.0
624,9.3,0.36,27.0,0.9934,128.0,3.26,6.0,1.4,0.55,5.0
625,11.0,0.24,49.0,0.9952,130.0,3.33,6.2,13.3,0.46,8.0
626,9.1,0.56,22.0,0.9983,177.0,3.32,7.6,10.4,0.45,4.0
627,9.4,0.32,31.0,0.9957,228.0,3.23,7.0,6.2,0.62,6.0
628,9.4,0.32,31.0,0.9957,228.0,3.23,7.0,6.2,0.62,6.0
629,10.5,0.31,23.0,0.9916,99.0,3.18,5.8,1.2,0.6,6.0
630,8.8,0.23,35.0,0.9999,144.0,3.22,7.0,18.05,0.42,5.0
631,8.8,0.23,35.0,0.9999,144.0,3.22,7.0,18.05,0.42,5.0
632,10.7,0.24,16.0,0.9936,131.0,3.26,6.9,4.8,0.64,6.0
633,9.5,0.29,45.0,0.9972,187.0,3.33,6.0,12.6,0.42,5.0
634,10.9,0.17,46.0,0.9933,150.0,3.43,6.1,4.5,0.49,6.0
635,10.8,0.14,34.0,0.9934,140.0,3.49,5.9,4.5,0.51,6.0
636,10.8,0.17,39.0,0.9931,133.0,3.41,6.2,4.7,0.46,7.0
637,9.2,0.28,25.0,0.9976,148.0,3.1,7.4,11.9,0.62,5.0
638,10.3,0.35,48.0,0.9937,198.0,3.3,5.6,5.0,0.71,5.0
639,10.3,0.335,49.0,0.9937,197.0,3.3,5.8,5.8,0.71,5.0
640,11.0,0.235,33.0,0.991,127.0,3.34,5.6,1.2,0.5,7.0
641,9.0,0.28,34.0,0.9979,189.0,3.25,6.1,12.9,0.43,4.0
642,10.4,0.21,68.0,0.9971,179.0,3.36,6.3,13.9,0.5,6.0
643,9.5,0.24,34.0,0.9969,163.0,3.31,6.4,11.5,0.45,5.0
644,9.5,0.24,32.0,0.9968,166.0,3.31,6.4,11.4,0.45,5.0
645,9.0,0.26,44.0,0.9961,166.0,3.24,6.3,7.8,0.41,5.0
646,9.5,0.33,7.0,0.993,151.0,3.09,6.5,1.1,0.57,4.0
647,9.0,0.105,57.0,0.9973,146.0,3.16,7.4,12.2,0.37,6.0
648,10.0,0.32,34.0,0.9944,190.0,3.16,6.0,5.9,0.72,5.0
649,9.1,0.26,35.0,0.9986,189.0,3.07,7.1,14.4,0.53,7.0
650,9.1,0.26,35.0,0.9986,189.0,3.07,7.1,14.4,0.53,7.0
651,9.1,0.26,35.0,0.9986,189.0,3.07,7.1,14.4,0.53,7.0
652,9.1,0.26,35.0,0.9986,189.0,3.07,7.1,14.4,0.53,7.0
653,9.5,0.24,34.0,0.9972,134.0,3.34,5.9,12.3,0.45,6.0
654,11.4,0.21,70.0,0.9917,138.0,3.33,6.5,2.5,0.75,7.0
655,12.2,0.27,30.0,0.992,117.0,3.11,7.7,5.3,0.42,6.0
656,11.3,0.27,27.0,0.9932,95.0,3.04,9.0,4.9,0.4,6.0
